repeat,layer,AUROC,Accuracy,F1
5,11,0.5592777777777778,0.5316666666666666,0.530855669559897
5,12,0.5518888888888889,0.5149999999999999,0.5205122486850355
5,13,0.5677777777777777,0.5433333333333333,0.5460431874543167
5,14,0.5474444444444444,0.525,0.5310822909878581
5,15,0.5200555555555555,0.5133333333333334,0.5156170113019305
5,16,0.5250555555555556,0.5316666666666666,0.537994186585659
5,17,0.5292777777777777,0.5116666666666666,0.5172227225352499
5,18,0.5224444444444445,0.5199999999999999,0.5251834212781903
5,19,0.47683333333333333,0.47000000000000003,0.47483714175518366
5,20,0.4945555555555556,0.4966666666666667,0.49437496032803957
5,21,0.48661111111111116,0.49000000000000005,0.49731650490056145
5,22,0.4903888888888888,0.47333333333333333,0.4814293963283192
5,23,0.48905555555555563,0.4716666666666667,0.4691607539899502
5,24,0.4831666666666667,0.475,0.4779547637238101
6,0,0.5,0.5,0.6666666666666666
6,1,0.5000555555555556,0.495,0.48818403152432105
6,2,0.5306111111111111,0.5233333333333333,0.5168827325647731
6,3,0.5183333333333333,0.5366666666666666,0.5245065501133868
6,4,0.49883333333333335,0.5133333333333333,0.49870455927601676
6,5,0.5275555555555556,0.5233333333333332,0.5148211344246651
6,6,0.5103333333333333,0.52,0.5241482642309877
6,7,0.5143888888888888,0.5116666666666667,0.5122262700291996
6,8,0.5097222222222223,0.5166666666666666,0.511276354564083
6,9,0.516,0.49333333333333335,0.49367403477748306
6,10,0.4932777777777778,0.49499999999999994,0.4996940745683828
6,11,0.5028333333333332,0.5016666666666667,0.4966681116967414
6,12,0.5416666666666666,0.5366666666666667,0.5379445053814657
6,13,0.48983333333333334,0.49833333333333335,0.49199360427268796
6,14,0.5226666666666666,0.51,0.4941348973607038
6,15,0.5209444444444444,0.5133333333333333,0.49751556650385087
6,16,0.5234444444444445,0.4866666666666667,0.4847676979579223
6,17,0.4982777777777777,0.5016666666666667,0.5030423141209399
6,18,0.5067777777777778,0.5266666666666666,0.5387052040524469
6,19,0.5077777777777778,0.5083333333333333,0.5050157753272079
6,20,0.489,0.4916666666666667,0.48072201018818517
6,21,0.4719444444444445,0.4800000000000001,0.4732192884932508
6,22,0.46177777777777784,0.47166666666666657,0.4623940031215965
6,23,0.4514444444444444,0.475,0.47838271067985316
6,24,0.45511111111111113,0.48,0.4754043964468444
7,0,0.5,0.5,0.6666666666666666
7,1,0.5865,0.5716666666666665,0.5848202383460632
7,2,0.549888888888889,0.5316666666666666,0.5297573110718726
7,3,0.5450555555555555,0.5466666666666666,0.5454989255826577
7,4,0.5639444444444445,0.5733333333333334,0.5690776513570202
7,5,0.5599444444444445,0.5449999999999999,0.5335609604787936
7,6,0.548611111111111,0.5416666666666667,0.523155701689426
7,7,0.5213888888888889,0.5283333333333333,0.527610338836259
7,8,0.5407222222222223,0.5349999999999999,0.5259161076289518
7,9,0.5365555555555556,0.5266666666666666,0.5192827842827092
7,10,0.5334444444444444,0.53,0.5175858701342144
7,11,0.5116666666666667,0.5,0.4972371257660832
7,12,0.49422222222222223,0.49333333333333335,0.48698764341117284
7,13,0.4991666666666667,0.49833333333333335,0.5027771449781557
7,14,0.5035555555555555,0.49833333333333335,0.4975761611064387
7,15,0.4762777777777777,0.47833333333333333,0.4877389067426271
7,16,0.4685,0.4766666666666667,0.4845807641633729
7,17,0.4860555555555555,0.48500000000000004,0.4885997908528896
7,18,0.5042222222222222,0.505,0.5092827706916193
7,19,0.49911111111111106,0.4966666666666667,0.49766059316608613
7,20,0.47922222222222216,0.4966666666666667,0.4894745039077658
7,21,0.49072222222222217,0.4833333333333333,0.49037473654127817
7,22,0.4881666666666666,0.4833333333333334,0.4890348230757384
7,23,0.521888888888889,0.5316666666666666,0.5379027068311815
7,24,0.5099444444444444,0.515,0.5247033460490726
8,0,0.5,0.5,0.6666666666666666
8,1,0.5821666666666666,0.5666666666666667,0.5566519105697674
8,2,0.6038888888888889,0.5750000000000001,0.5698623265558034
8,3,0.5804444444444444,0.545,0.5226055094907555
8,4,0.5778333333333334,0.5466666666666666,0.5437291461262986
8,5,0.5662777777777779,0.5683333333333332,0.570724175408025
8,6,0.5373333333333333,0.5366666666666666,0.5444055227412472
8,7,0.5321666666666666,0.53,0.5277631034432078
8,8,0.5152222222222222,0.51,0.5025226614956513
8,9,0.5368333333333333,0.5249999999999999,0.5058690674931887
8,10,0.5468888888888889,0.5416666666666667,0.5488289412798372
8,11,0.536888888888889,0.525,0.5221944635903182
8,12,0.5633888888888888,0.5466666666666666,0.5414405347215527
8,13,0.5536111111111112,0.5383333333333333,0.5311893291799479
8,14,0.5652222222222222,0.5599999999999999,0.5618872203184841
8,15,0.554,0.545,0.535322626781546
8,16,0.5628888888888889,0.5383333333333333,0.5256953262848508
8,17,0.5790555555555557,0.5650000000000001,0.5591003216861641
8,18,0.5682777777777778,0.5549999999999999,0.5404702414607037
8,19,0.5506666666666666,0.545,0.531370356049467
8,20,0.5504444444444445,0.5516666666666666,0.5465351218342896
8,21,0.5367777777777778,0.53,0.529586428975208
8,22,0.534888888888889,0.5183333333333333,0.5156641187284622
8,23,0.5313333333333332,0.52,0.5131872166417438
8,24,0.5261111111111111,0.5266666666666666,0.5221800157193999
9,0,0.5,0.5,0.6666666666666666
9,1,0.4569444444444445,0.48166666666666663,0.48703150153399133
9,2,0.4171111111111111,0.44833333333333336,0.4520761178215723
9,3,0.4564444444444444,0.44666666666666666,0.43670974504540483
9,4,0.4472777777777778,0.45833333333333337,0.44860949058972216
9,5,0.4445555555555555,0.45,0.46764476711024405
9,6,0.45166666666666666,0.45666666666666667,0.45592263349896883
9,7,0.4573333333333333,0.4683333333333334,0.4788078514488306
9,8,0.4445555555555556,0.4566666666666667,0.4569107242969352
9,9,0.442111111111111,0.4583333333333333,0.4379517697240763
9,10,0.4474444444444444,0.4666666666666666,0.46568561878890735
9,11,0.4715000000000001,0.4616666666666667,0.45769763619547366
9,12,0.46177777777777773,0.47333333333333333,0.4671170446848209
9,13,0.4762777777777778,0.47000000000000003,0.47152731256930724
9,14,0.45855555555555555,0.4583333333333333,0.45331274347383915
9,15,0.42461111111111105,0.43,0.42240166475810526
9,16,0.43227777777777776,0.46499999999999997,0.46223236455311
9,17,0.44650000000000006,0.4883333333333333,0.47139009629732553
9,18,0.43888888888888894,0.43499999999999994,0.4226834370504993
9,19,0.4512777777777778,0.46333333333333326,0.4491096328104905
9,20,0.4535,0.45999999999999996,0.4485358136069638
9,21,0.4542777777777777,0.4833333333333333,0.48944192035030554
9,22,0.44333333333333336,0.45499999999999996,0.460471113417639
9,23,0.46433333333333326,0.4666666666666666,0.468319442464934
9,24,0.4300555555555555,0.45,0.45005999680658626
